channel_id,talk_id,talk_user,mention_user,date
CGNQF4DTJ,181178ef-197f-4cff-aa83-4d63a0a8229b,UGQV9DXRC,UHFLB6JPR,2020-01-28
CGNQF4DTJ,9ddb70ae-f3a6-4023-8a1a-e4f51719fb71,UGQV9DXRC,UHFLB6JPR,2020-03-24
CGNQF4DTJ,7f0205d0-2bef-4935-8dd7-08fcc3c60bc9,UGQV9DXRC,UHFLB6JPR,2019-08-27
CGNQF4DTJ,28e42685-e240-4ee2-949b-0c1bad172c3a,UGQV9DXRC,UHFLB6JPR,2020-04-01
CGNQF4DTJ,060ed3b8-7bf2-479e-a4d6-31fa4f1e675c,UGQV9DXRC,UHFLB6JPR,2019-09-28
CGNQF4DTJ,51e91bbc-1fa5-4df5-8798-4b5c870ba72c,UGQV9DXRC,UHFLB6JPR,2019-09-29
CGNQF4DTJ,07409dbe-5951-40e0-af24-ec5d531ce7c6,UGQV9DXRC,UHFLB6JPR,2019-12-19
CGNQF4DTJ,9cb1611c-bef1-4247-baab-5c7df05c4003,UGQV9DXRC,UHFLB6JPR,2019-09-17
CGNQF4DTJ,cab37965-162c-44de-ab10-46886b5f1965,UGQV9DXRC,UHFLB6JPR,2019-09-24
